turn number,turn,node number,decition time,move,
0,white,    9627,0.001721,White pawn from E2 to E3,
1,black,   13708,0.002887,Black pawn from G7 to G5,
2,white,   31185,0.006166,White knight from G1 to F3,
3,black,   18075,0.004099,Black pawn from F7 to F6,
4,white,   40778,0.008826,White pawn from H2 to H4,
5,black,   86434,0.020015,Black bishop from F8 to H6,
6,white, 1025964,0.247743,White pawn from G2 to G4,
7,black,  339847,0.086376,Black pawn from C7 to C6,
8,white, 1439607,0.362889,White bishop from F1 to G2,
9,black,  390349,0.102175,Black pawn from E7 to E5,
10,white,30063982,8.055302,White pawn from H4 to H5,
11,black,  133665,0.036161,Black pawn from D7 to D6,
12,white, 2501844,0.657448,White knight from F3 to H2,
13,black,  152831,0.040560,Black king from E8 to F7,
14,white,  339370,0.088808,White queen from D1 to E2,
15,black,  299693,0.077769,Black queen from D8 to A5,
16,white,  681909,0.184464,White queen from E2 to F3,
17,black,  714273,0.187248,Black knight from B8 to D7,
18,white, 1991778,0.514066,White rook from H1 to G1,
19,black,  709287,0.187672,Black rook from A8 to B8,
20,white, 1148990,0.297662,White king from E1 to D1,
21,black,  921789,0.245608,Black king from F7 to E7,
22,white, 2089110,0.528188,White king from D1 to E2,
23,black, 3294650,0.857847,Black queen from A5 to A6,
24,white,   56795,0.014563,White king from E2 to D1,
25,black,  639814,0.177216,Black king from E7 to E8,
26,white, 9324917,2.452043,White bishop from G2 to F1,
27,black,  489526,0.131419,Black queen from A6 to B6,
28,white, 2455931,0.622655,White bishop from F1 to D3,
29,black,  919221,0.240411,Black knight from D7 to C5,
30,white,27135966,7.370326,White bishop from D3 to E2,
31,black, 1992142,0.553940,Black knight from C5 to D7,
32,white, 2298641,0.584291,White queen from F3 to F5,
33,black, 4410256,1.175652,Black pawn from A7 to A5,
34,white, 5687465,1.462848,White queen from F5 to E6,
35,black,   87491,0.023415,Black king from E8 to D8,
36,white,  807565,0.203638,White queen from E6 to D6,
37,black, 1483091,0.391277,Black pawn from C6 to C5,
38,white,  503187,0.126860,White queen from D6 to D5,
39,black, 1604455,0.437865,Black bishop from H6 to G7,
40,white,  849605,0.213955,White queen from D5 to H1,
41,black,  481414,0.127132,Black knight from G8 to E7,
42,white,  207482,0.050285,White pawn from B2 to B3,
43,black,  439864,0.113382,Black bishop from G7 to H6,
44,white,  821670,0.210643,White pawn from C2 to C4,
45,black,  461951,0.122704,Black rook from H8 to F8,
46,white, 2600860,0.660441,White queen from H1 to G2,
47,black,  658548,0.168733,Black king from D8 to E8,
48,white, 1816445,0.445313,White queen from G2 to H3,
49,black,  214867,0.056579,Black queen from B6 to A6,
50,white,  449360,0.115414,White knight from B1 to C3,
51,black,  569240,0.145572,Black knight from D7 to B6,
52,white, 1429825,0.379371,White rook from G1 to F1,
53,black,  758127,0.208120,Black knight from E7 to C6,
54,white,  922476,0.250829,White bishop from C1 to A3,
55,black, 7518061,1.990884,Black knight from B6 to D7,
56,white, 2356525,0.628479,White king from D1 to E1,
57,black, 8197127,2.140799,Black knight from C6 to A7,
58,white, 2574226,0.681906,White knight from C3 to D1,
59,black, 7035174,1.759260,Black rook from F8 to H8,
60,white, 1385917,0.364417,White queen from H3 to F3,
61,black, 4438596,1.112606,Black rook from H8 to F8,
62,white,10824117,2.745025,White rook from F1 to G1,
63,black,19767089,4.865604,Black rook from F8 to H8,
64,white, 4562980,1.136097,White queen from F3 to D5,
65,black, 9496780,2.418006,Black queen from A6 to B6,
66,white, 9776222,2.438471,White queen from D5 to F3,
67,black,11758711,2.858511,Black knight from D7 to F8,
68,white,226309719,55.535054,White rook from G1 to G2,
69,black,114419596,27.592812,Black king from E8 to E7,
70,white,  236857,0.063279,White queen from F3 to H3,
71,black,  639657,0.172756,Black knight from F8 to D7,
72,white,  196725,0.050685,White knight from D1 to C3,
73,black,  135110,0.035245,Black rook from H8 to E8,
74,white,  111700,0.028568,White knight from C3 to D5,
75,black,   
